Date,State,District,Mandi,Commodity,Variety,Min Price,Max Price,Modal Price,Unit,Arrival Quantity,Grade,Market Fee (%),Trader Count
3/21/2024,Maharashtra,Pune,Wholesale Yard,Maize,Yellow,841,1210,1035.5,Quintal,57.39,C,2.11,12
5/18/2024,Gujarat,Ahmedabad,Sub Mandi,Tomato,Hybrid,853,1016,898.5,Quintal,20.38,A,2.69,4
6/5/2024,Punjab,Patiala,Wholesale Yard,Sugarcane,CO 86032,1036,1278,1165,Quintal,12.03,A,1.1,11
2/17/2024,Karnataka,Hubli,Main Mandi,Sugarcane,CO 0238,826,1019,893.5,Quintal,88.38,B,2.16,6
5/20/2024,Maharashtra,Nashik,Main Mandi,Rice,Kolam,1133,1505,1302,Quintal,89.21,B,1.17,13
1/16/2024,Uttar Pradesh,Lucknow,Sub Mandi,Tomato,Desi,1041,1313,1222,Quintal,54.76,B,1.6,9
1/5/2024,Uttar Pradesh,Kanpur,Wholesale Yard,Potato,Kufri Jyoti,1195,1447,1340,Quintal,55.64,B,1.52,11
6/3/2024,Punjab,Patiala,Sub Mandi,Maize,White,893,1032,949.5,Quintal,61.08,A,2.08,6
4/17/2024,Uttar Pradesh,Lucknow,Main Mandi,Wheat,Sharbati,983,1257,1138,Quintal,29.35,B,2.84,3
4/25/2024,Punjab,Ludhiana,Agro Market,Rice,Sona Masoori,951,1330,1182.5,Quintal,9.11,A,1.69,12
6/28/2024,Gujarat,Surat,Agro Market,Tomato,Desi,908,1031,975.5,Quintal,46.57,C,1.5,6
6/7/2024,Uttar Pradesh,Kanpur,Main Mandi,Potato,Chipsona,987,1257,1123,Quintal,19.22,B,1.06,12
1/24/2024,Maharashtra,Pune,Wholesale Yard,Maize,Yellow,1103,1500,1257.5,Quintal,74.94,C,1.25,10
1/18/2024,Maharashtra,Nagpur,Wholesale Yard,Sugarcane,CO 0238,1102,1475,1334.5,Quintal,78.37,A,2.6,2
4/15/2024,Uttar Pradesh,Lucknow,Agro Market,Wheat,Lokwan,933,1147,992,Quintal,5.04,B,2.55,7
4/19/2024,Uttar Pradesh,Varanasi,Sub Mandi,Maize,White,810,1137,929.5,Quintal,46.87,A,2.47,4
4/4/2024,Punjab,Ludhiana,Wholesale Yard,Maize,Yellow,912,1107,991.5,Quintal,50.68,A,2.47,14
1/4/2024,Punjab,Amritsar,Sub Mandi,Potato,Chipsona,866,1065,977.5,Quintal,19.39,C,2.58,11
1/29/2024,Gujarat,Surat,Agro Market,Tomato,Hybrid,1101,1293,1193,Quintal,24.4,B,2.76,14
2/9/2024,Punjab,Amritsar,Sub Mandi,Rice,Kolam,1094,1472,1249,Quintal,28.7,B,1.47,12
5/29/2024,Gujarat,Vadodara,Sub Mandi,Sugarcane,CO 86032,1020,1411,1184.5,Quintal,26.62,C,2.87,12
4/2/2024,Gujarat,Ahmedabad,Sub Mandi,Wheat,Sharbati,1189,1511,1386,Quintal,43.54,B,1.14,10
3/18/2024,Maharashtra,Nashik,Wholesale Yard,Maize,White,831,1109,967,Quintal,53.23,C,2,10
5/9/2024,Punjab,Patiala,Main Mandi,Maize,Yellow,839,1140,947.5,Quintal,56.91,A,1.82,6
6/7/2024,Uttar Pradesh,Kanpur,Wholesale Yard,Wheat,Durum,1015,1220,1165.5,Quintal,83.08,B,2.84,6
6/22/2024,Punjab,Amritsar,Main Mandi,Onion,Pink,863,1118,965.5,Quintal,52.26,C,2.16,3
5/30/2024,Maharashtra,Nashik,Main Mandi,Tomato,Desi,941,1298,1130.5,Quintal,50.36,A,1.88,13
4/29/2024,Karnataka,Bangalore,Sub Mandi,Tomato,Hybrid,1080,1246,1164,Quintal,65.3,C,1.95,10
4/6/2024,Karnataka,Mysore,Agro Market,Maize,White,844,1165,1029.5,Quintal,23.12,C,1.9,15
4/29/2024,Karnataka,Bangalore,Agro Market,Tomato,Hybrid,1175,1460,1365.5,Quintal,12.23,C,1.68,12
6/22/2024,Maharashtra,Nagpur,Wholesale Yard,Wheat,Durum,986,1305,1169.5,Quintal,28.38,B,2.87,11
5/31/2024,Karnataka,Mysore,Main Mandi,Potato,Chipsona,1141,1541,1366,Quintal,62.09,B,2.56,14
6/1/2024,Uttar Pradesh,Lucknow,Main Mandi,Onion,White,933,1058,1013.5,Quintal,31.04,B,2.82,2
1/14/2024,Karnataka,Mysore,Sub Mandi,Rice,Basmati,961,1133,1021,Quintal,46.26,B,1.57,15
4/10/2024,Punjab,Patiala,Sub Mandi,Rice,Sona Masoori,883,1112,1001.5,Quintal,85.41,B,2.76,7
4/25/2024,Maharashtra,Nagpur,Main Mandi,Rice,Basmati,1111,1434,1268.5,Quintal,47.68,B,2.62,2
2/26/2024,Maharashtra,Nashik,Main Mandi,Wheat,Durum,1157,1422,1267.5,Quintal,34.65,C,2.41,15
5/21/2024,Maharashtra,Nashik,Main Mandi,Maize,White,1088,1309,1195.5,Quintal,55.6,C,1.53,10
3/19/2024,Karnataka,Hubli,Agro Market,Wheat,Durum,889,1020,996.5,Quintal,61.06,B,1.74,6
3/22/2024,Uttar Pradesh,Kanpur,Agro Market,Tomato,Desi,957,1329,1148,Quintal,33.76,B,2.07,6
3/23/2024,Punjab,Ludhiana,Main Mandi,Onion,Red,968,1229,1110.5,Quintal,20.96,B,2.28,7
3/9/2024,Karnataka,Mysore,Agro Market,Onion,Red,934,1099,1065.5,Quintal,21.73,A,2.91,15
5/7/2024,Karnataka,Hubli,Main Mandi,Maize,White,888,1280,1099,Quintal,57.63,A,1.15,4
6/13/2024,Uttar Pradesh,Kanpur,Sub Mandi,Wheat,Durum,1189,1490,1322.5,Quintal,11.72,B,2.19,14
4/14/2024,Punjab,Patiala,Wholesale Yard,Tomato,Desi,1047,1207,1137,Quintal,71.53,A,1.05,2
3/7/2024,Gujarat,Ahmedabad,Sub Mandi,Onion,Red,1153,1428,1242.5,Quintal,15.05,A,1.03,11
3/10/2024,Gujarat,Vadodara,Main Mandi,Potato,Kufri Jyoti,884,1079,970.5,Quintal,73.65,A,1.9,11
6/22/2024,Maharashtra,Nashik,Wholesale Yard,Potato,Chipsona,815,1102,921.5,Quintal,82.02,A,2.43,9
1/18/2024,Maharashtra,Nashik,Sub Mandi,Wheat,Durum,1157,1540,1395.5,Quintal,89.61,A,2.57,9
2/27/2024,Maharashtra,Nashik,Wholesale Yard,Wheat,Lokwan,1107,1445,1285,Quintal,25.97,A,1.21,8
2/14/2024,Uttar Pradesh,Kanpur,Main Mandi,Onion,White,1121,1389,1224,Quintal,56.06,C,1.83,14
5/24/2024,Uttar Pradesh,Lucknow,Sub Mandi,Potato,Kufri Jyoti,917,1158,1075.5,Quintal,19.92,A,2.92,9
2/3/2024,Gujarat,Ahmedabad,Wholesale Yard,Potato,Chipsona,1092,1463,1274.5,Quintal,51.03,C,2.19,11
2/28/2024,Karnataka,Bangalore,Sub Mandi,Rice,Basmati,863,1142,1026.5,Quintal,84.02,C,1.79,2
4/1/2024,Karnataka,Bangalore,Agro Market,Wheat,Durum,1117,1415,1309,Quintal,77.82,A,2.11,15
1/26/2024,Punjab,Ludhiana,Sub Mandi,Onion,Red,1077,1447,1311,Quintal,25.29,B,2.1,12
6/24/2024,Maharashtra,Nashik,Agro Market,Rice,Sona Masoori,891,1006,974.5,Quintal,83.72,B,2.13,11
1/3/2024,Uttar Pradesh,Lucknow,Sub Mandi,Maize,White,910,1259,1103.5,Quintal,62.68,C,2.24,9
4/4/2024,Maharashtra,Pune,Agro Market,Maize,Yellow,829,961,933,Quintal,18.3,C,1.66,13
3/17/2024,Maharashtra,Pune,Sub Mandi,Onion,Pink,1003,1309,1151,Quintal,70.86,A,1.95,15
3/4/2024,Maharashtra,Nashik,Wholesale Yard,Maize,Yellow,876,1227,1062.5,Quintal,6.57,C,1.74,3
4/23/2024,Karnataka,Bangalore,Wholesale Yard,Potato,Chipsona,886,1216,1072,Quintal,54.98,A,2.59,13
1/12/2024,Karnataka,Hubli,Sub Mandi,Wheat,Durum,1066,1174,1163,Quintal,18.06,C,1.17,7
5/31/2024,Maharashtra,Nagpur,Wholesale Yard,Potato,Chipsona,878,1158,1024,Quintal,7.08,C,2.12,4
3/28/2024,Maharashtra,Nashik,Agro Market,Onion,Red,924,1172,1010,Quintal,92.81,B,1.15,10
4/21/2024,Punjab,Patiala,Main Mandi,Tomato,Hybrid,1158,1357,1304.5,Quintal,82.51,C,1.98,4
3/30/2024,Karnataka,Hubli,Main Mandi,Rice,Basmati,830,1173,952.5,Quintal,78.71,B,2,10
5/29/2024,Karnataka,Bangalore,Agro Market,Maize,Yellow,1063,1180,1085.5,Quintal,63.77,A,2.75,2
5/9/2024,Uttar Pradesh,Kanpur,Sub Mandi,Tomato,Desi,1082,1471,1297.5,Quintal,76.01,C,2.94,7
2/16/2024,Punjab,Amritsar,Main Mandi,Tomato,Desi,1177,1423,1278,Quintal,17.92,B,2.58,3
2/3/2024,Punjab,Ludhiana,Agro Market,Tomato,Desi,910,1212,1036,Quintal,24.38,B,2.66,10
2/11/2024,Punjab,Amritsar,Main Mandi,Wheat,Sharbati,908,1244,1121,Quintal,66.56,B,2.03,12
5/14/2024,Punjab,Patiala,Sub Mandi,Sugarcane,CO 0238,1041,1437,1274,Quintal,75.32,A,2.95,7
4/28/2024,Gujarat,Ahmedabad,Sub Mandi,Wheat,Lokwan,1004,1328,1171,Quintal,20.36,B,2.89,7
5/22/2024,Uttar Pradesh,Kanpur,Agro Market,Potato,Kufri Jyoti,885,1022,954.5,Quintal,45.21,B,2.56,8
5/9/2024,Punjab,Patiala,Agro Market,Sugarcane,CO 86032,1075,1199,1186,Quintal,28.27,C,1.23,10
2/18/2024,Punjab,Patiala,Sub Mandi,Sugarcane,CO 0238,1164,1391,1279.5,Quintal,64.98,B,1.89,7
1/17/2024,Uttar Pradesh,Kanpur,Agro Market,Maize,Yellow,813,955,890,Quintal,29,B,2.41,4
6/22/2024,Karnataka,Mysore,Sub Mandi,Wheat,Durum,1023,1126,1069.5,Quintal,88.2,B,1.53,9
4/18/2024,Uttar Pradesh,Varanasi,Main Mandi,Tomato,Desi,982,1368,1202,Quintal,74.74,A,2.96,10
3/26/2024,Maharashtra,Pune,Sub Mandi,Potato,Kufri Jyoti,911,1224,1030.5,Quintal,38.05,C,1.44,13
2/14/2024,Gujarat,Vadodara,Sub Mandi,Sugarcane,CO 86032,1150,1530,1389,Quintal,11.98,A,1.28,11
1/21/2024,Karnataka,Bangalore,Sub Mandi,Onion,Pink,1138,1252,1229,Quintal,46.99,C,1.61,10
1/22/2024,Uttar Pradesh,Lucknow,Wholesale Yard,Sugarcane,CO 86032,931,1149,1065,Quintal,67.37,C,2.78,9
6/18/2024,Gujarat,Ahmedabad,Agro Market,Rice,Kolam,932,1331,1117.5,Quintal,52.84,B,2.42,6
5/9/2024,Punjab,Amritsar,Main Mandi,Maize,Yellow,938,1085,1003.5,Quintal,78.82,C,2.65,4
6/11/2024,Uttar Pradesh,Varanasi,Wholesale Yard,Tomato,Hybrid,849,1181,1055,Quintal,64.88,C,1.8,9
5/31/2024,Karnataka,Hubli,Wholesale Yard,Tomato,Hybrid,1108,1318,1228,Quintal,91.29,A,1.55,8
3/9/2024,Karnataka,Bangalore,Wholesale Yard,Potato,Chipsona,947,1279,1162,Quintal,67.77,C,1.69,7
1/25/2024,Maharashtra,Nashik,Sub Mandi,Rice,Sona Masoori,1070,1383,1222.5,Quintal,34.3,C,2.26,5
3/23/2024,Gujarat,Ahmedabad,Sub Mandi,Rice,Kolam,1094,1463,1262.5,Quintal,92.83,C,1.39,2
3/30/2024,Punjab,Ludhiana,Wholesale Yard,Rice,Kolam,1161,1274,1167.5,Quintal,60.43,A,1.33,13
5/16/2024,Punjab,Patiala,Wholesale Yard,Rice,Sona Masoori,1087,1251,1138,Quintal,6.27,C,1.57,7
4/8/2024,Karnataka,Bangalore,Main Mandi,Rice,Kolam,804,1024,880,Quintal,91.8,C,1.17,8
3/6/2024,Maharashtra,Pune,Sub Mandi,Onion,Red,1112,1323,1256.5,Quintal,69.05,A,2.68,9
5/3/2024,Uttar Pradesh,Lucknow,Wholesale Yard,Sugarcane,CO 86032,966,1107,1070.5,Quintal,65.04,C,2.62,5
3/4/2024,Gujarat,Ahmedabad,Main Mandi,Rice,Sona Masoori,839,1011,966,Quintal,51.44,A,2.58,5
4/21/2024,Punjab,Ludhiana,Wholesale Yard,Wheat,Lokwan,813,1132,923.5,Quintal,58.92,C,1.23,15
3/27/2024,Uttar Pradesh,Kanpur,Main Mandi,Tomato,Hybrid,1166,1482,1366,Quintal,7.69,B,2.4,7
2/3/2024,Gujarat,Vadodara,Wholesale Yard,Maize,White,993,1306,1180.5,Quintal,9.12,C,1.72,13
3/27/2024,Punjab,Amritsar,Agro Market,Rice,Kolam,1150,1352,1260,Quintal,6.87,A,1.52,15
6/17/2024,Maharashtra,Pune,Main Mandi,Potato,Kufri Jyoti,1104,1411,1217.5,Quintal,52.25,B,1.29,6
6/7/2024,Gujarat,Ahmedabad,Wholesale Yard,Maize,White,1166,1321,1261.5,Quintal,47.38,A,2.06,9
3/21/2024,Uttar Pradesh,Kanpur,Wholesale Yard,Wheat,Durum,1037,1143,1053,Quintal,44.48,B,2.83,8
1/16/2024,Maharashtra,Nagpur,Sub Mandi,Tomato,Hybrid,871,999,886,Quintal,54.89,B,1.52,15
1/23/2024,Gujarat,Vadodara,Main Mandi,Onion,Red,1161,1264,1231.5,Quintal,5.57,C,1.4,12
6/23/2024,Uttar Pradesh,Kanpur,Wholesale Yard,Rice,Sona Masoori,1179,1289,1229,Quintal,5.34,B,2.8,10
4/3/2024,Maharashtra,Nashik,Main Mandi,Onion,Red,829,1140,969.5,Quintal,5.42,B,2.06,5
1/8/2024,Karnataka,Bangalore,Wholesale Yard,Onion,Pink,1064,1274,1195,Quintal,56.49,A,2.25,3
3/17/2024,Maharashtra,Pune,Main Mandi,Wheat,Lokwan,907,1220,1083.5,Quintal,30.37,C,2.25,15
4/3/2024,Uttar Pradesh,Varanasi,Wholesale Yard,Maize,White,913,1227,1072,Quintal,76.03,C,2.2,12
3/26/2024,Punjab,Ludhiana,Agro Market,Sugarcane,CO 86032,1188,1484,1329,Quintal,74.7,A,1.9,2
5/10/2024,Punjab,Amritsar,Agro Market,Sugarcane,CO 86032,846,1068,983,Quintal,74.24,B,1.28,4
5/20/2024,Gujarat,Ahmedabad,Agro Market,Rice,Basmati,1000,1373,1191.5,Quintal,55.64,C,2.62,9
6/11/2024,Maharashtra,Pune,Main Mandi,Maize,Yellow,937,1112,993.5,Quintal,18.65,A,1.83,14
3/5/2024,Gujarat,Ahmedabad,Main Mandi,Tomato,Desi,1071,1362,1219.5,Quintal,82.66,B,2.62,12
3/23/2024,Uttar Pradesh,Kanpur,Main Mandi,Onion,Pink,877,1138,988.5,Quintal,67.28,B,2.55,15
4/26/2024,Maharashtra,Nagpur,Agro Market,Rice,Basmati,816,1052,914,Quintal,96.89,C,1.48,10
3/19/2024,Gujarat,Surat,Wholesale Yard,Onion,Pink,866,1231,1011.5,Quintal,37.49,B,2.32,9
2/6/2024,Maharashtra,Nashik,Agro Market,Rice,Sona Masoori,940,1107,989.5,Quintal,65.98,A,2.67,12
1/17/2024,Gujarat,Vadodara,Sub Mandi,Rice,Kolam,1039,1187,1157,Quintal,51.06,A,2.51,3
5/11/2024,Gujarat,Vadodara,Main Mandi,Rice,Kolam,949,1092,1014.5,Quintal,78.22,C,1.02,4
3/12/2024,Punjab,Amritsar,Sub Mandi,Wheat,Lokwan,1061,1294,1175.5,Quintal,91.73,C,1.87,4
2/9/2024,Gujarat,Surat,Wholesale Yard,Tomato,Desi,1044,1406,1178,Quintal,74.92,C,1.83,13
4/25/2024,Uttar Pradesh,Kanpur,Sub Mandi,Potato,Chipsona,822,939,884.5,Quintal,87.98,C,2.08,5
3/29/2024,Uttar Pradesh,Varanasi,Sub Mandi,Maize,White,1025,1361,1238,Quintal,9.92,A,1.76,5
4/8/2024,Uttar Pradesh,Kanpur,Main Mandi,Onion,Red,1054,1258,1188,Quintal,74.09,C,1.48,5
5/21/2024,Karnataka,Mysore,Agro Market,Sugarcane,CO 86032,1056,1203,1118.5,Quintal,6.85,A,1.73,11
2/14/2024,Maharashtra,Pune,Main Mandi,Sugarcane,CO 0238,1147,1316,1181.5,Quintal,93.46,A,1.65,7
4/2/2024,Maharashtra,Nagpur,Agro Market,Rice,Kolam,859,1203,1035,Quintal,76.75,A,2.02,7
5/2/2024,Punjab,Ludhiana,Agro Market,Onion,Red,868,1213,1072.5,Quintal,48.24,B,2.53,6
3/12/2024,Maharashtra,Nagpur,Main Mandi,Wheat,Lokwan,1094,1483,1272.5,Quintal,15.29,B,1.04,6
4/7/2024,Gujarat,Ahmedabad,Sub Mandi,Rice,Sona Masoori,1058,1339,1152.5,Quintal,39.07,A,2.84,6
3/26/2024,Karnataka,Bangalore,Wholesale Yard,Wheat,Lokwan,822,1068,959,Quintal,34.14,A,1.97,14
4/14/2024,Maharashtra,Nagpur,Sub Mandi,Maize,Yellow,1084,1287,1200.5,Quintal,91.1,A,1.21,11
6/14/2024,Uttar Pradesh,Varanasi,Sub Mandi,Maize,White,989,1277,1087,Quintal,50.24,C,1.14,2
3/6/2024,Karnataka,Bangalore,Agro Market,Potato,Chipsona,926,1173,1011.5,Quintal,37.04,C,1.07,15
6/22/2024,Karnataka,Hubli,Wholesale Yard,Tomato,Desi,813,950,875.5,Quintal,93.11,A,1.69,4
6/7/2024,Maharashtra,Pune,Agro Market,Potato,Chipsona,941,1268,1129.5,Quintal,35.49,B,2.41,10
4/28/2024,Punjab,Patiala,Wholesale Yard,Onion,Red,1119,1241,1200,Quintal,38.11,B,2.57,9
4/29/2024,Gujarat,Surat,Wholesale Yard,Potato,Chipsona,1115,1509,1354,Quintal,64.64,A,2.74,10
1/26/2024,Gujarat,Surat,Main Mandi,Maize,White,983,1352,1195.5,Quintal,96.45,B,2.55,7
1/4/2024,Punjab,Patiala,Main Mandi,Potato,Chipsona,949,1208,1078.5,Quintal,74.98,C,2.78,14
2/11/2024,Uttar Pradesh,Varanasi,Wholesale Yard,Tomato,Hybrid,932,1272,1071,Quintal,64.42,A,1.48,13
5/26/2024,Karnataka,Hubli,Sub Mandi,Tomato,Desi,849,1142,977.5,Quintal,89.8,B,1.48,13
5/14/2024,Gujarat,Surat,Main Mandi,Rice,Basmati,1157,1490,1276.5,Quintal,59.87,A,1.47,7
5/7/2024,Gujarat,Vadodara,Agro Market,Potato,Chipsona,863,1229,1067,Quintal,80.65,B,2.06,2
1/23/2024,Maharashtra,Nashik,Sub Mandi,Rice,Basmati,857,1064,981.5,Quintal,25.12,A,2.81,12
6/14/2024,Karnataka,Hubli,Wholesale Yard,Sugarcane,CO 86032,964,1201,1059.5,Quintal,61.71,A,1.31,14
2/16/2024,Uttar Pradesh,Varanasi,Main Mandi,Rice,Sona Masoori,1044,1252,1128,Quintal,76.1,A,2.71,13
6/29/2024,Uttar Pradesh,Varanasi,Sub Mandi,Sugarcane,CO 0238,1130,1514,1372,Quintal,38.13,B,1.66,8
6/4/2024,Punjab,Ludhiana,Wholesale Yard,Potato,Chipsona,1141,1255,1222,Quintal,90.76,B,2.06,4
5/1/2024,Karnataka,Bangalore,Wholesale Yard,Sugarcane,CO 0238,953,1058,1039.5,Quintal,67.2,C,2.04,9
4/13/2024,Maharashtra,Pune,Wholesale Yard,Rice,Basmati,1110,1216,1174,Quintal,90.5,C,2.81,14
2/8/2024,Gujarat,Surat,Agro Market,Tomato,Desi,1010,1177,1079.5,Quintal,82.22,A,2.24,2
1/4/2024,Uttar Pradesh,Varanasi,Wholesale Yard,Sugarcane,CO 0238,1001,1248,1173.5,Quintal,39.04,A,1.01,3
2/8/2024,Gujarat,Surat,Sub Mandi,Rice,Basmati,988,1290,1164,Quintal,81.59,C,1.39,5
5/19/2024,Karnataka,Hubli,Wholesale Yard,Onion,Pink,1010,1210,1134,Quintal,74.5,B,1.32,9
4/26/2024,Punjab,Patiala,Wholesale Yard,Onion,White,916,1089,1026.5,Quintal,87.02,C,1.26,9
6/17/2024,Maharashtra,Nagpur,Sub Mandi,Wheat,Sharbati,1139,1314,1261.5,Quintal,53.26,C,2.62,8
5/3/2024,Maharashtra,Pune,Agro Market,Potato,Kufri Jyoti,1184,1290,1255,Quintal,55.78,C,2.33,6
2/22/2024,Punjab,Amritsar,Sub Mandi,Tomato,Hybrid,952,1075,1032.5,Quintal,72.67,A,2.89,6
1/24/2024,Gujarat,Surat,Sub Mandi,Onion,Red,1104,1430,1228,Quintal,93.25,B,1.83,8
3/23/2024,Uttar Pradesh,Kanpur,Main Mandi,Maize,White,912,1156,1080,Quintal,58.7,A,1.03,14
3/28/2024,Punjab,Patiala,Main Mandi,Tomato,Hybrid,1050,1221,1102.5,Quintal,56.88,C,2.06,10
1/19/2024,Gujarat,Ahmedabad,Wholesale Yard,Sugarcane,CO 0238,1144,1507,1341.5,Quintal,45.82,A,1.43,11
5/8/2024,Karnataka,Bangalore,Wholesale Yard,Potato,Kufri Jyoti,1070,1266,1182,Quintal,42.23,A,1.62,15
1/10/2024,Punjab,Ludhiana,Sub Mandi,Maize,Yellow,1039,1406,1234.5,Quintal,83.56,A,2.22,10
2/22/2024,Maharashtra,Nashik,Agro Market,Rice,Basmati,989,1304,1127.5,Quintal,44.41,A,2.13,15
1/31/2024,Karnataka,Hubli,Main Mandi,Potato,Chipsona,1104,1346,1224,Quintal,23.81,A,1.61,6
3/29/2024,Punjab,Amritsar,Sub Mandi,Tomato,Desi,917,1231,1086,Quintal,17.73,A,1.8,14
5/22/2024,Karnataka,Hubli,Agro Market,Wheat,Lokwan,827,957,921,Quintal,55.95,C,1.54,12
6/18/2024,Karnataka,Mysore,Sub Mandi,Onion,Red,842,1122,953,Quintal,65.82,B,2.19,8
3/25/2024,Karnataka,Hubli,Agro Market,Potato,Chipsona,1177,1417,1316,Quintal,92.88,C,1.21,14
3/18/2024,Gujarat,Surat,Main Mandi,Potato,Chipsona,818,1157,1029.5,Quintal,30.13,A,1.05,15
4/20/2024,Gujarat,Vadodara,Agro Market,Sugarcane,CO 86032,1059,1192,1133.5,Quintal,76.25,A,2.55,2
4/20/2024,Uttar Pradesh,Varanasi,Wholesale Yard,Rice,Sona Masoori,1033,1215,1154,Quintal,97.96,C,2.45,7
6/10/2024,Gujarat,Vadodara,Sub Mandi,Tomato,Desi,803,1128,925.5,Quintal,40.08,A,1.85,12
2/5/2024,Gujarat,Ahmedabad,Main Mandi,Rice,Kolam,1049,1219,1145,Quintal,85.39,A,1.78,11
6/20/2024,Punjab,Amritsar,Wholesale Yard,Maize,White,921,1025,969,Quintal,95.43,B,2.04,6
5/23/2024,Punjab,Amritsar,Main Mandi,Onion,White,1009,1293,1175,Quintal,69.4,C,1.69,9
2/27/2024,Maharashtra,Pune,Main Mandi,Onion,Red,841,1108,1022.5,Quintal,29.43,B,1.04,7
5/2/2024,Uttar Pradesh,Kanpur,Agro Market,Potato,Chipsona,1023,1276,1196.5,Quintal,83.01,A,2.72,5
5/15/2024,Punjab,Amritsar,Agro Market,Rice,Sona Masoori,975,1228,1093.5,Quintal,82.63,C,1.68,5
6/29/2024,Karnataka,Bangalore,Sub Mandi,Rice,Basmati,1081,1346,1195.5,Quintal,29.02,B,1.42,5
5/8/2024,Maharashtra,Nagpur,Sub Mandi,Rice,Sona Masoori,1097,1231,1177,Quintal,20.83,C,2.1,12
2/13/2024,Karnataka,Mysore,Wholesale Yard,Wheat,Durum,1041,1182,1082.5,Quintal,66.9,A,1.16,2
3/14/2024,Karnataka,Mysore,Agro Market,Maize,Yellow,843,1014,922.5,Quintal,28.69,C,1.24,8
6/4/2024,Punjab,Patiala,Wholesale Yard,Potato,Kufri Jyoti,848,1070,987,Quintal,11.14,B,1.13,12
1/12/2024,Uttar Pradesh,Lucknow,Agro Market,Rice,Basmati,951,1329,1151,Quintal,76.89,B,1.24,13
3/22/2024,Uttar Pradesh,Lucknow,Main Mandi,Onion,White,969,1189,1069,Quintal,89.5,B,2.04,4
5/22/2024,Gujarat,Surat,Wholesale Yard,Potato,Chipsona,839,1119,1027,Quintal,5.37,A,1.21,4
2/22/2024,Karnataka,Hubli,Wholesale Yard,Potato,Kufri Jyoti,833,1177,966,Quintal,47.34,B,1.63,2
3/7/2024,Punjab,Patiala,Wholesale Yard,Rice,Sona Masoori,946,1059,975.5,Quintal,79.3,C,2.59,9
1/4/2024,Gujarat,Surat,Sub Mandi,Rice,Basmati,959,1265,1101,Quintal,6.68,A,1.09,4
2/9/2024,Maharashtra,Pune,Sub Mandi,Wheat,Sharbati,918,1039,984.5,Quintal,16.06,B,2.53,3
6/8/2024,Punjab,Patiala,Wholesale Yard,Potato,Kufri Jyoti,1068,1327,1201.5,Quintal,26.97,A,2.87,10
6/20/2024,Karnataka,Bangalore,Sub Mandi,Maize,White,873,1267,1022,Quintal,96.66,C,2.04,14
6/10/2024,Uttar Pradesh,Kanpur,Agro Market,Onion,Pink,978,1098,1064,Quintal,59.62,B,1.38,8
6/19/2024,Maharashtra,Nagpur,Main Mandi,Sugarcane,CO 86032,1159,1342,1291.5,Quintal,76.43,A,2.78,9
4/30/2024,Karnataka,Hubli,Wholesale Yard,Sugarcane,CO 86032,972,1233,1135.5,Quintal,6.63,C,2.31,9
6/12/2024,Gujarat,Surat,Main Mandi,Onion,Pink,872,1160,967,Quintal,34.57,A,1.1,5
5/2/2024,Karnataka,Hubli,Wholesale Yard,Sugarcane,CO 0238,1138,1397,1286.5,Quintal,87.59,C,2.51,2
4/27/2024,Karnataka,Mysore,Sub Mandi,Onion,Red,1163,1406,1322.5,Quintal,35.06,B,2.96,8
1/26/2024,Maharashtra,Nashik,Agro Market,Sugarcane,CO 86032,1092,1448,1271,Quintal,97.03,A,1.84,12
5/31/2024,Uttar Pradesh,Varanasi,Wholesale Yard,Tomato,Desi,856,985,906.5,Quintal,65.41,B,1.21,15
5/17/2024,Karnataka,Bangalore,Agro Market,Wheat,Lokwan,1032,1351,1226.5,Quintal,28.74,A,2.6,7
1/21/2024,Gujarat,Vadodara,Sub Mandi,Maize,White,992,1363,1149.5,Quintal,35,B,1.09,8
6/7/2024,Uttar Pradesh,Varanasi,Main Mandi,Sugarcane,CO 0238,1197,1371,1285,Quintal,68.76,C,1.25,10
4/27/2024,Uttar Pradesh,Kanpur,Sub Mandi,Rice,Kolam,1091,1236,1152.5,Quintal,86.83,C,1.35,9
3/30/2024,Gujarat,Vadodara,Main Mandi,Wheat,Durum,1005,1353,1215,Quintal,22.39,B,2.83,4
3/8/2024,Karnataka,Hubli,Agro Market,Rice,Kolam,993,1335,1143,Quintal,14.09,B,2.52,11
3/29/2024,Karnataka,Hubli,Agro Market,Maize,White,807,1126,929.5,Quintal,35.15,A,2.23,12
4/8/2024,Maharashtra,Pune,Sub Mandi,Maize,Yellow,883,1125,1019,Quintal,31.2,C,1.93,7
5/10/2024,Uttar Pradesh,Kanpur,Sub Mandi,Wheat,Durum,1176,1420,1309,Quintal,25.94,B,2.55,14
5/10/2024,Gujarat,Vadodara,Main Mandi,Tomato,Hybrid,1069,1450,1275.5,Quintal,29.73,A,1.21,2
6/5/2024,Gujarat,Surat,Agro Market,Maize,White,1126,1296,1237,Quintal,83.75,B,1.63,4
2/2/2024,Gujarat,Ahmedabad,Wholesale Yard,Wheat,Sharbati,892,1149,1003.5,Quintal,33.86,C,1.14,11
4/24/2024,Karnataka,Bangalore,Sub Mandi,Wheat,Lokwan,994,1225,1156.5,Quintal,38.6,C,1.62,13
4/30/2024,Punjab,Amritsar,Sub Mandi,Maize,Yellow,1155,1482,1330.5,Quintal,15.47,C,2.95,15
